Code Mod,NCIC Category Assignment,Description,NC Non-Facility Rate,NC Facility Rate
G9009,Other professional services,"MCCD, RISK ADJ, LEVEL 3",UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9010,Other professional services,"MCCD, RISK ADJ, LEVEL 4",UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9011,Other professional services,"MCCD, RISK ADJ, LEVEL 5",UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9012,Other professional services,OTHER SPECIFIED CASE MGMT,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9013,Other professional services,ESRD DEMO BUNDLE LEVEL I,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9014,Other professional services,ESRD DEMO BUNDLE-LEVEL II,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9016,Other professional services,DEMO-SMOKING CESSATION COUN,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9037,Other professional services,INTRPRO REQ FR REC PHYS/QHCP,57.26,57.26
G9038,Other professional services,CO-MANAGEMENT SERVICES,71.43,71.43
G9050,Other professional services,ONCOLOGY WORK-UP EVALUATION,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9051,Other professional services,ONCOLOGY TX DECISION-MGMT,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9052,Other professional services,ONC SURVEILLANCE FOR DISEASE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9053,Other professional services,ONC EXPECTANT MANAGEMENT PT,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9054,Other professional services,ONC SUPERVISION PALLIATIVE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9055,Other professional services,ONC VISIT UNSPECIFIED NOS,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9056,Other professional services,ONC PRAC MGMT ADHERES GUIDE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9057,Other professional services,ONC PRACT MGMT DIFFERS TRIAL,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9058,Other professional services,ONC PRAC MGMT DISAGREE W/GUI,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9059,Other professional services,ONC PRAC MGMT PT OPT ALTERNA,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9060,Other professional services,ONC PRAC MGMT DIF PT COMORB,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9061,Other professional services,ONC PRAC COND NOADD BY GUIDE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9062,Other professional services,ONC PRAC GUIDE DIFFERS NOS,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9063,Other professional services,ONC DX NSCLC STGI NO PROGRES,0.00,0.00
G9064,Other professional services,ONC DX NSCLC STG2 NO PROGRES,0.00,0.00
G9065,Other professional services,ONC DX NSCLC STG3A NO PROGRE,0.00,0.00
G9066,Other professional services,ONC DX NSCLC STG3B-4 METASTA,0.00,0.00
G9067,Other professional services,ONC DX NSCLC DX UNKNOWN NOS,0.00,0.00
G9068,Other professional services,ONC DX SCLC/NSCLC LIMITED,0.00,0.00
G9069,Other professional services,ONC DX SCLC/NSCLC EXT AT DX,0.00,0.00
G9070,Other professional services,ONC DX SCLC/NSCLC EXT UNKNWN,0.00,0.00
G9071,Other professional services,"ONC DX BRST STG1-2B HR,NOPRO",0.00,0.00
G9072,Other professional services,ONC DX BRST STG1-2 NOPROGRES,0.00,0.00
G9073,Other professional services,"ONC DX BRST STG3-HR, NO PRO",0.00,0.00
G9074,Other professional services,ONC DX BRST STG3-NOPROGRESS,0.00,0.00
G9075,Other professional services,ONC DX BRST METASTIC/ RECUR,0.00,0.00
G9077,Other professional services,ONC DX PROSTATE T1NO PROGRES,0.00,0.00
G9078,Other professional services,ONC DX PROSTATE T2NO PROGRES,0.00,0.00
G9079,Other professional services,ONC DX PROSTATE T3B-T4NOPROG,0.00,0.00
G9080,Other professional services,ONC DX PROSTATE W/RISE PSA,0.00,0.00
G9083,Other professional services,ONC DX PROSTATE UNKNWN NOS,0.00,0.00
G9084,Other professional services,"ONC DX COLON T1-3,N1-2,NO PR",0.00,0.00
G9085,Other professional services,"ONC DX COLON T4, N0 W/O PROG",0.00,0.00
G9086,Other professional services,ONC DX COLON T1-4 NO DX PROG,0.00,0.00
G9087,Other professional services,ONC DX COLON METAS EVID DX,0.00,0.00
G9088,Other professional services,ONC DX COLON METAS NOEVID DX,0.00,0.00
G9089,Other professional services,ONC DX COLON EXTENT UNKNOWN,0.00,0.00
G9090,Other professional services,ONC DX RECTAL T1-2 NO PROGR,0.00,0.00
G9091,Other professional services,ONC DX RECTAL T3 N0 NO PROG,0.00,0.00
G9092,Other professional services,"ONC DX RECTAL T1-3,N1-2NOPRG",0.00,0.00
G9093,Other professional services,"ONC DX RECTAL T4,N,M0 NO PRG",0.00,0.00
G9094,Other professional services,ONC DX RECTAL M1 W/METS PROG,0.00,0.00
G9095,Other professional services,ONC DX RECTAL EXTENT UNKNWN,0.00,0.00
G9096,Other professional services,ONC DX ESOPHAG T1-T3 NOPROG,0.00,0.00
G9097,Other professional services,ONC DX ESOPHAGEAL T4 NO PROG,0.00,0.00
G9098,Other professional services,ONC DX ESOPHAGEAL METS RECUR,0.00,0.00
G9099,Other professional services,ONC DX ESOPHAGEAL UNKNOWN,0.00,0.00
G9100,Other professional services,ONC DX GASTRIC NO RECURRENCE,0.00,0.00
G9101,Other professional services,ONC DX GASTRIC P R1-R2NOPROG,0.00,0.00
G9102,Other professional services,ONC DX GASTRIC UNRESECTABLE,0.00,0.00
G9103,Other professional services,ONC DX GASTRIC RECURRENT,0.00,0.00
G9104,Other professional services,ONC DX GASTRIC UNKNOWN NOS,0.00,0.00
G9105,Other professional services,ONC DX PANCREATC P R0 RES NO,0.00,0.00
G9106,Other professional services,ONC DX PANCREATC P R1/R2 NO,0.00,0.00
G9107,Other professional services,ONC DX PANCREATIC UNRESECTAB,0.00,0.00
G9108,Other professional services,ONC DX PANCREATIC UNKNWN NOS,0.00,0.00
G9109,Other professional services,ONC DX HEAD/NECK T1-T2NO PRG,0.00,0.00
G9110,Other professional services,ONC DX HEAD/NECK T3-4 NOPROG,0.00,0.00
G9111,Other professional services,ONC DX HEAD/NECK M1 METS REC,0.00,0.00
G9112,Other professional services,ONC DX HEAD/NECK EXT UNKNOWN,0.00,0.00
G9113,Other professional services,ONC DX OVARIAN STG1A-B NO PR,0.00,0.00
G9114,Other professional services,ONC DX OVARIAN STG1A-B OR 2,0.00,0.00
G9115,Other professional services,ONC DX OVARIAN STG3/4 NOPROG,0.00,0.00
G9116,Other professional services,ONC DX OVARIAN RECURRENCE,0.00,0.00
G9117,Other professional services,ONC DX OVARIAN UNKNOWN NOS,0.00,0.00
G9123,Other professional services,ONC DX CML CHRONIC PHASE,0.00,0.00
G9124,Other professional services,ONC DX CML ACCELER PHASE,0.00,0.00
G9125,Other professional services,ONC DX CML BLAST PHASE,0.00,0.00
G9126,Other professional services,ONC DX CML REMISSION,0.00,0.00
G9128,Other professional services,ONC DX MULTI MYELOMA STAGE I,0.00,0.00
G9129,Other professional services,ONC DX MULT MYELOMA STG2 HIG,0.00,0.00
G9130,Other professional services,ONC DX MULTI MYELOMA UNKNOWN,0.00,0.00
G9131,Other professional services,ONC DX BRST UNKNOWN NOS,0.00,0.00
G9132,Other professional services,ONC DX PROSTATE METS NO CAST,0.00,0.00
G9133,Other professional services,ONC DX PROSTATE CLINICAL MET,0.00,0.00
G9134,Other professional services,ONC NHLSTG 1-2 NO RELAP NO,0.00,0.00
G9135,Other professional services,ONC DX NHL STG 3-4 NOT RELAP,0.00,0.00
G9136,Other professional services,ONC DX NHL TRANS TO LG BCELL,0.00,0.00
G9137,Other professional services,ONC DX NHL RELAPSE/REFRACTOR,0.00,0.00
G9138,Other professional services,ONC DX NHL STG UNKNOWN,0.00,0.00
G9139,Other professional services,ONC DX CML DX STATUS UNKNOWN,0.00,0.00
G9140,Other professional services,FRONTIER EXTENDED STAY DEMO,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9143,Clinical Laboratory,WARFARIN RESPON GENETIC TEST,181.08,181.08
G9147,Other professional services,OUTPT IV INSULIN TX ANY MEA,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9148,Other professional services,MEDICAL HOME LEVEL 1,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9149,Other professional services,MEDICAL HOME LEVEL II,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9150,Other professional services,MEDICAL HOME LEVEL III,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9151,Other professional services,MAPCP DEMO STATE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9152,Other professional services,MAPCP DEMO COMMUNITY,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9153,Other professional services,MAPCP DEMO PHYSICIAN,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9156,Other professional services,EVALUATION FOR WHEELCHAIR,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9157,Other professional services,TRANSESOPH DOPPL CARDIAC MON,130.65,130.65
G9187,Other professional services,BPCI HOME VISIT,64.52,64.52
G9188,Other professional services,BETA NOT GIVEN NO REASON,0.00,0.00
G9189,Other professional services,BETA PRES OR ALREADY TAKING,0.00,0.00
G9190,Other professional services,MEDICAL REASON FOR NO BETA,0.00,0.00
G9191,Other professional services,PT REASON FOR NO BETA,0.00,0.00
G9212,Other professional services,DOC OF DSM-IV INIT EVAL,0.00,0.00
G9213,Other professional services,NO DOC OF DSM-IV,0.00,0.00
G9223,Other professional services,PJP PROPH ORDERED CD4 LOW,0.00,0.00
G9225,Other professional services,NORSN NO FOOT EXAM,0.00,0.00
G9226,Other professional services,3 COMP FOOT EXAM COMPLETED,0.00,0.00
G9227,Other professional services,"FOA DOC, CARE PLAN NOT DOC",0.00,0.00
G9228,Other professional services,GC CHL SYP DOCUMENTED,0.00,0.00
G9230,Other professional services,NORSN FOR GC CHL SYP TEST,0.00,0.00
G9231,Other professional services,DOC ESRD DIA TRANS PREG,0.00,0.00
G9242,Other professional services,DOC VIRAL LOAD >=200,0.00,0.00
G9243,Other professional services,DOC VIRAL LOAD <200,0.00,0.00
G9246,Other professional services,NO ENC OR ENC/VIR LD 90DAYS,0.00,0.00
G9247,Other professional services,2 ENC ENC/VIR LD 90D,0.00,0.00
G9254,Other professional services,DOC PT DISCHG >2D,0.00,0.00
G9255,Other professional services,PT DC HOME 2ND PO DAY,0.00,0.00
G9273,Other professional services,SYS<140 AND DIA<90,0.00,0.00
G9274,Other professional services,BP OUT OF NRML LIMITS,0.00,0.00
G9275,Other professional services,DOC OF NON TOBACCO USER,0.00,0.00
G9276,Other professional services,DOC OF TOBACCO USER,0.00,0.00
G9277,Other professional services,DOC DAILY ASPIRIN OR CONTRA,0.00,0.00
G9278,Other professional services,DOC NO DAILY ASPIRIN,0.00,0.00
G9279,Other professional services,PNE SCRN DONE DOC VAC DONE,0.00,0.00
G9280,Other professional services,PNE NOT GIVEN NORSN,0.00,0.00
G9281,Other professional services,PNE SCRN DONE DOC NOT IND,0.00,0.00
G9282,Other professional services,DOC MEDRSN NO HISTO TYPE,0.00,0.00
G9283,Other professional services,HIST TYPE DOC ON REPORT,0.00,0.00
G9284,Other professional services,NO HIST TYPE DOC ON REPORT,0.00,0.00
G9285,Other professional services,SITE NOT SMALL CELL LUNG CA,0.00,0.00
G9286,Other professional services,ANTIBIO RX W IN 10D OF SYMPT,0.00,0.00
G9287,Other professional services,NO ANTIBIO W IN 10D OF SYMPT,0.00,0.00
G9288,Other professional services,DOC MEDRSN NO HIST TYPE RPT,0.00,0.00
G9289,Other professional services,DOC TYPE NSM LUNG CA,0.00,0.00
G9290,Other professional services,NO DOC TYPE NSM LUNG CA,0.00,0.00
G9291,Other professional services,NOT NSM LUNG CA,0.00,0.00
G9292,Other professional services,MEDRSN NO PT CATEGORY,0.00,0.00
G9293,Other professional services,NO PT CATEGORY ON REPORT,0.00,0.00
G9294,Other professional services,PT CAT AND THCK ON REPORT,0.00,0.00
G9295,Other professional services,NON CUTANEOUS LOC,0.00,0.00
G9296,Other professional services,DOC SHARE DEC PRIOR PROC,0.00,0.00
G9297,Other professional services,NO DOC SHARE DEC PRIOR PROC,0.00,0.00
G9298,Other professional services,EVAL RISK VTE CARD 30D PRIOR,0.00,0.00
G9299,Other professional services,NO EVAL RISK VTE CARD PRIOR,0.00,0.00
G9305,Other professional services,NO INTERV REQ FOR LEAK,0.00,0.00
G9306,Other professional services,INTERV REQ FOR LEAK,0.00,0.00
G9307,Other professional services,NO RET FOR SURG W IN 30D,0.00,0.00
G9308,Other professional services,UNPL RET OR W/COMPL W/IN 30D,0.00,0.00
G9309,Other professional services,NO UNPLND HOSP READM IN 30D,0.00,0.00
G9310,Other professional services,UNPLND HOSP READM IN 30D,0.00,0.00
G9311,Other professional services,NO SURG SITE INFECTION,0.00,0.00
G9312,Other professional services,SURGICAL SITE INFECTION,0.00,0.00
G9313,Other professional services,AMOXIC NOT PRESC AS 1ST LINE,0.00,0.00
G9314,Other professional services,NORSN NOT FIRST LINE AMOX,0.00,0.00
G9315,Other professional services,AMOX W/WO CLAV RX,0.00,0.00
G9316,Other professional services,DOC COMM RISK CALC,0.00,0.00
G9317,Other professional services,NO DOC COMM RISK CALC,0.00,0.00
G9318,Other professional services,IMAGE STD NOMENCLATURE,0.00,0.00
G9319,Other professional services,IMAGE NOT STD NOMENCLATURE,0.00,0.00
G9321,Other professional services,PREV CT NUC MED CNT DOC 12MO,0.00,0.00
G9322,Other professional services,NO CNT CT NUC MED DOC 12MO,0.00,0.00
G9341,Other professional services,SRCH FOR CT W IN 12 MOS,0.00,0.00
G9342,Other professional services,NO SRCH FOR CT IN 12MO NORSN,0.00,0.00
G9344,Other professional services,SYSRSN NO DICOM SRCH,0.00,0.00
G9345,Other professional services,FOLLOW UP PULM NOD,0.00,0.00
G9347,Other professional services,NO FOLLOW UP PULM NOD NORSN,0.00,0.00
G9351,Other professional services,DOC >1 SINUS CT W 90D DX,0.00,0.00
G9352,Other professional services,NOT >1 SINUS CT W 90D DX,0.00,0.00
G9353,Other professional services,MEDRSN >1 SINUS CT W 90D DX,0.00,0.00
G9354,Other professional services,1 OR NO CT SINUS W/IN 90D DX,0.00,0.00
G9355,Other professional services,NO EARLY IND/DELIVERY,0.00,0.00
G9356,Other professional services,EARLY IND/DELIVERY,0.00,0.00
G9357,Other professional services,PP EVAL/EDU PERF,0.00,0.00
G9358,Other professional services,PP EVAL/EDU NOT PERF,0.00,0.00
G9361,Other professional services,DOC RSN ELECT C-SEC/INDUCT,0.00,0.00
G9364,Other professional services,SINUS CAUS BAC INX,0.00,0.00
G9367,Other professional services,>= 2 SAME HI-RSK MED ORD,0.00,0.00
G9368,Other professional services,>= 2 SAME HI-RSK MED NOT ORD,0.00,0.00
G9380,Other professional services,OFF ASSIS EOL ISS,0.00,0.00
G9382,Other professional services,NO OFF ASSIS EOL,0.00,0.00
G9383,Other professional services,RECD SCRN HCV INFEC,0.00,0.00
G9384,Other professional services,DOC MED RSN NO HCV SCRN,0.00,0.00
G9385,Other professional services,DOC PT REAS NOT REC HCV SRN,0.00,0.00
G9386,Other professional services,SCRN HCV INFEC NOT RECD,0.00,0.00
G9393,Other professional services,INI PHQ9 >9 REMISS <5,0.00,0.00
G9394,Other professional services,"DX BIPOL, DEATH, NHRES, HOSP",0.00,0.00
G9395,Other professional services,INI PHQ9 >9 NO REMISS >=5,0.00,0.00
G9396,Other professional services,INI PHQ9 >9 NOT ASSESS,0.00,0.00
G9408,Other professional services,CARD TAMP W/IN 30D,0.00,0.00
G9409,Other professional services,NO CARD TAMP E/IN 30D,0.00,0.00
G9410,Other professional services,ADMIT W/IN 180D REQ REMOV,0.00,0.00
G9411,Other professional services,NO ADMIT W/IN 180D REQ REMOV,0.00,0.00
G9412,Other professional services,ADMIT W/IN 180D REQ SURG REV,0.00,0.00
G9413,Other professional services,NO ADMIT REQ SURG REV,0.00,0.00
G9414,Other professional services,1DOSE MENIG VAC BTWN 11 & 13,0.00,0.00
G9415,Other professional services,NO 1DOSE MENI VAC BTWN 11&13,0.00,0.00
G9416,Other professional services,PT 1 TDAP BETW 10-13 YRS,0.00,0.00
G9417,Other professional services,PT NOT 1 TDAP BETW 10-13 YRS,0.00,0.00
G9418,Other professional services,LUNGCX BX RPT DOCS CLASS,0.00,0.00
G9419,Other professional services,MED REAS NOT INCL HISTO TYPE,0.00,0.00
G9420,Other professional services,SPEC SITE NO LUNG,0.00,0.00
G9421,Other professional services,LUNG CX BX RPT NO DOC CLASS,0.00,0.00
G9422,Other professional services,RPT DOC CLASS HISTO TYPE,0.00,0.00
G9423,Other professional services,MED REAS RPT NO HISTO TYPE,0.00,0.00
G9424,Other professional services,SITE NO LUNG OR LUNG CX,0.00,0.00
G9425,Other professional services,SPEC RPT NO DOC CLASS HISTO,0.00,0.00
G9426,Other professional services,IMPR MED TIME EDARR PAIN MED,0.00,0.00
G9427,Other professional services,NO IMPRO MED TIME PAIN MED,0.00,0.00
G9428,Other professional services,PATHO RPT INCL PT CTG,0.00,0.00
G9429,Other professional services,DOC MED RSN NO PT CAT,0.00,0.00
G9430,Other professional services,SPEC SITE NO CUTANEOUS,0.00,0.00
G9431,Other professional services,PATHO RPT NO PT CTG,0.00,0.00
G9432,Other professional services,ASTH CONTROLLED,0.00,0.00
G9434,Other professional services,ASTH NOT CONTROLLED,0.00,0.00
G9452,Other professional services,DOC MED REAS NO HCV TEST,0.00,0.00
G9455,Other professional services,"ABD IMAG W/US, CT OR MRI",0.00,0.00
G9456,Other professional services,DOC MED PT REAS NO HCC SCRN,0.00,0.00
G9457,Other professional services,PT NO ABD IMG NO DOC RSN,0.00,0.00
G9468,Other professional services,NO RECD CORTICO>=10MG/D >60D,0.00,0.00
G9470,Other professional services,NO REC CORTICO>60D 1RX 600MG,0.00,0.00
G9471,Other professional services,W/IN 2YR DXA NOT ORDER,0.00,0.00
G9473,Other professional services,CHAP SERVICES AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9474,Other professional services,DIET COUNSEL AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9475,Other professional services,OTHER COUNSELOR AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9476,Other professional services,VOLUN SERVICE AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9477,Other professional services,CARE COORD AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9478,Other professional services,OTHE THERAPIST AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9479,Other professional services,PHARMACIST AT HOSPICE,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9480,Other professional services,ADMISSION TO MCCM,UCR or Pay Per Agreement,UCR or Pay Per Agreement
G9481,Other professional services,REMOTE E/M NEW PT 10MINS,24.90,24.90
G9482,Other professional services,REMOTE E/M NEW PT 20MINS,47.39,47.39
G9483,Other professional services,REMOTE E/M NEW PT 30MINS,74.06,74.06
G9484,Other professional services,REMOTE E/M NEW PT 45MINS,125.64,125.64
G9485,Other professional services,REMOTE E/M NEW PT 60MINS,164.78,164.78
G9486,Other professional services,REMOTE E/M EST. PT 10MINS,24.90,24.90
G9487,Other professional services,REMOTE E/M EST. PT 15MINS,50.30,50.30
G9488,Other professional services,REMOTE E/M EST. PT 25MINS,77.63,77.63
G9489,Other professional services,REMOTE E/M EST. PT 40MINS,109.16,109.16
G9490,Other professional services,CMMI MOD HOME VISIT,64.52,64.52
G9497,Other professional services,REC INST NO SMOKE DAY SURG,0.00,0.00
G9498,Other professional services,ABX REG PRESCRIBED,0.00,0.00
G9500,Other professional services,RAD EXPOS IND/EXP TM DOC,0.00,0.00
