ARIZONA PHYSICIANS' FEE SCHEDULE,,,,,
Radiology Codes 2024,,,,,
Radiology Conversion Factor $70.00,,,,,
,,,,,
,,,,,
Code,Category,FY24 NF RVU,FY24 FAC RVU,FY24 NF RBRVS Rate,FY24 FAC RBRVS Rate
87329 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87332 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87335 00,Pathology,0.386633358,0.386633358,26.29106834,26.29106834
87336 00,Pathology,0.488636155,0.488636155,33.22725857,33.22725857
87337 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87338 00,Pathology,0.439161745,0.439161745,29.86299864,29.86299864
87339 00,Pathology,0.488636155,0.488636155,33.22725857,33.22725857
87340 00,Pathology,0.315475718,0.315475718,21.45234881,21.45234881
87341 00,Pathology,0.315475718,0.315475718,21.45234881,21.45234881
87350 00,Pathology,0.35212343,0.35212343,23.94439321,23.94439321
87380 00,Pathology,0.560709988,0.560709988,38.12827921,38.12827921
87385 00,Pathology,0.404651816,0.404651816,27.5163235,27.5163235
87389 00,Pathology,0.735397414,0.735397414,50.00702415,50.00702415
87390 00,Pathology,0.734786619,0.734786619,49.96549007,49.96549007
87391 00,Pathology,0.668820738,0.668820738,45.47981017,45.47981017
87400 00,Pathology,0.431526805,0.431526805,29.34382272,29.34382272
87420 00,Pathology,0.424808058,0.424808058,28.88694792,28.88694792
87425 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87426 00,Pathology,1.078969711,1.078969711,73.36994033,73.36994033
87427 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87428 00,Pathology,2.14663971,2.14663971,145.9715003,145.9715003
87430 00,Pathology,0.513373361,0.513373361,34.90938853,34.90938853
87449 00,Pathology,0.365866321,0.365866321,24.87890985,24.87890985
87451 00,Pathology,0.320972875,0.320972875,21.82615547,21.82615547
87467 00,Pathology,-,-,30.20019358,30.20019358
87468 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87469 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87471 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87472 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87475 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87476 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87478 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87480 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87481 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87482 00,Pathology,1.702286206,1.702286206,115.755462,115.755462
87483 00,Pathology,12.72836105,12.72836105,865.5285516,865.5285516
87484 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87485 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87486 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87487 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87490 00,Pathology,0.694779534,0.694779534,47.24500828,47.24500828
87491 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87492 00,Pathology,1.632960952,1.632960952,111.0413447,111.0413447
87493 00,Pathology,1.138216845,1.138216845,77.39874543,77.39874543
87495 00,Pathology,0.917108984,0.917108984,62.36341093,62.36341093
87496 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87497 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87498 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87500 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87501 00,Pathology,1.566995071,1.566995071,106.5556648,106.5556648
87502 00,Pathology,2.925708981,2.925708981,198.9482107,198.9482107
87503 00,Pathology,0.892371779,0.892371779,60.68128096,60.68128096
87505 00,Pathology,3.917945774,3.917945774,266.4203126,266.4203126
87506 00,Pathology,8.031651407,8.031651407,546.1522957,546.1522957
87507 00,Pathology,12.72836105,12.72836105,865.5285516,865.5285516
87510 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87511 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87512 00,Pathology,1.275340366,1.275340366,86.72314486,86.72314486
87516 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87517 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87520 00,Pathology,0.953451298,0.953451298,64.83468828,64.83468828
87521 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87522 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87523 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87525 00,Pathology,0.91008484,0.91008484,61.88576908,61.88576908
87526 00,Pathology,1.198990966,1.198990966,81.53138571,81.53138571
87527 00,Pathology,1.275340366,1.275340366,86.72314486,86.72314486
87528 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87529 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87530 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87531 00,Pathology,1.771306063,1.771306063,120.4488123,120.4488123
87532 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87533 00,Pathology,1.275340366,1.275340366,86.72314486,86.72314486
87534 00,Pathology,0.669431533,0.669431533,45.52134424,45.52134424
87535 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87536 00,Pathology,2.598933552,2.598933552,176.7274815,176.7274815
87537 00,Pathology,0.669431533,0.669431533,45.52134424,45.52134424
87538 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87539 00,Pathology,1.790240714,1.790240714,121.7363686,121.7363686
87540 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87541 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87542 00,Pathology,1.275340366,1.275340366,86.72314486,86.72314486
87550 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87551 00,Pathology,1.473238009,1.473238009,100.1801846,100.1801846
87552 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87555 00,Pathology,0.820908741,0.820908741,55.82179439,55.82179439
87556 00,Pathology,1.272897185,1.272897185,86.55700857,86.55700857
87557 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87560 00,Pathology,0.833430043,0.833430043,56.6732429,56.6732429
87561 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87562 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87563 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87580 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87581 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87582 00,Pathology,9.241942084,9.241942084,628.4520617,628.4520617
87590 00,Pathology,0.820908741,0.820908741,55.82179439,55.82179439
87591 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87592 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87593 00,Pathology,-,-,82.96,82.96
87623 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87624 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87625 00,Pathology,1.238387256,1.238387256,84.21033343,84.21033343
87631 00,Pathology,4.355885928,4.355885928,296.2002431,296.2002431
87632 00,Pathology,6.659500003,6.659500003,452.8460002,452.8460002
87633 00,Pathology,12.72836105,12.72836105,865.5285516,865.5285516
87634 00,Pathology,2.143891132,2.143891132,145.784597,145.784597
87635 00,Pathology,1.566995071,1.566995071,106.5556648,106.5556648
87636 00,Pathology,4.355885928,4.355885928,296.2002431,296.2002431
87637 00,Pathology,4.355885928,4.355885928,296.2002431,296.2002431
87640 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87641 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87650 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87651 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87652 00,Pathology,1.275340366,1.275340366,86.72314486,86.72314486
87653 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87660 00,Pathology,0.612322182,0.612322182,41.63790839,41.63790839
87661 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87662 00,Pathology,1.566995071,1.566995071,106.5556648,106.5556648
87797 00,Pathology,0.917108984,0.917108984,62.36341093,62.36341093
87798 00,Pathology,1.071640168,1.071640168,72.87153145,72.87153145
87799 00,Pathology,1.308323306,1.308323306,88.96598482,88.96598482
87800 00,Pathology,1.333671307,1.333671307,90.68964885,90.68964885
87801 00,Pathology,2.143891132,2.143891132,145.784597,145.784597
87802 00,Pathology,0.388771141,0.388771141,26.4364376,26.4364376
87803 00,Pathology,0.488636155,0.488636155,33.22725857,33.22725857
87804 00,Pathology,0.505433023,0.505433023,34.36944558,34.36944558
87806 00,Pathology,1.000787926,1.000787926,68.05357895,68.05357895
87807 00,Pathology,0.400070852,0.400070852,27.20481795,27.20481795
87808 00,Pathology,0.466952926,0.466952926,31.75279897,31.75279897
87809 00,Pathology,0.664545171,0.664545171,45.18907165,45.18907165
87810 00,Pathology,1.07774812,1.07774812,73.28687218,73.28687218
87811 00,Pathology,1.263735257,1.263735257,85.93399747,85.93399747
87850 00,Pathology,0.750056499,0.750056499,51.0038419,51.0038419
87880 00,Pathology,0.504822228,0.504822228,34.32791151,34.32791151
87899 00,Pathology,0.490773939,0.490773939,33.37262782,33.37262782
87900 00,Pathology,3.980857679,3.980857679,270.6983222,270.6983222
87901 00,Pathology,7.862461138,7.862461138,534.6473574,534.6473574
87902 00,Pathology,7.862461138,7.862461138,534.6473574,534.6473574
87903 00,Pathology,14.92355898,14.92355898,1014.802011,1014.802011
87904 00,Pathology,0.796171536,0.796171536,54.13966443,54.13966443
87905 00,Pathology,0.373195864,0.373195864,25.37731873,25.37731873
87906 00,Pathology,3.931383268,3.931383268,267.3340622,267.3340622
87910 00,Pathology,7.862461138,7.862461138,534.6473574,534.6473574
87912 00,Pathology,7.862461138,7.862461138,534.6473574,534.6473574
87913 00,Pathology,7.862461138,7.862461138,534.6473574,534.6473574
87999 00,Pathology,0,0,BR,BR
88000 00,Pathology,0,0,BR,BR
88005 00,Pathology,0,0,BR,BR
88007 00,Pathology,0,0,BR,BR
88012 00,Pathology,0,0,BR,BR
88014 00,Pathology,0,0,BR,BR
88016 00,Pathology,0,0,BR,BR
88020 00,Pathology,0,0,BR,BR
88025 00,Pathology,0,0,BR,BR
88027 00,Pathology,0,0,BR,BR
88028 00,Pathology,0,0,BR,BR
88029 00,Pathology,0,0,BR,BR
88036 00,Pathology,0,0,BR,BR
88037 00,Pathology,0,0,BR,BR
88040 00,Pathology,0,0,BR,BR
88045 00,Pathology,0,0,BR,BR
88099 00,Pathology,0,0,BR,BR
88104 00,Pathology,2.27,2.27,154.36,154.36
88104 26,Pathology,0.8,0.8,54.4,54.4
88104 TC,Pathology,1.47,1.47,99.96,99.96
88106 00,Pathology,2.14,2.14,145.52,145.52
88106 26,Pathology,0.55,0.55,37.4,37.4
88106 TC,Pathology,1.59,1.59,108.12,108.12
88108 00,Pathology,2.06,2.06,140.08,140.08
88108 26,Pathology,0.65,0.65,44.2,44.2
88108 TC,Pathology,1.41,1.41,95.88,95.88
88112 00,Pathology,2.04,2.04,138.72,138.72
88112 26,Pathology,0.8,0.8,54.4,54.4
88112 TC,Pathology,1.24,1.24,84.32,84.32
88120 00,Pathology,17.39,17.39,1182.52,1182.52
88120 26,Pathology,1.68,1.68,114.24,114.24
88120 TC,Pathology,15.71,15.71,1068.28,1068.28
88121 00,Pathology,12.58,12.58,855.44,855.44
88121 26,Pathology,1.4,1.4,95.2,95.2
88121 TC,Pathology,11.18,11.18,760.24,760.24
88125 00,Pathology,0.86,0.86,58.48,58.48
88125 26,Pathology,0.4,0.4,27.2,27.2
88125 TC,Pathology,0.46,0.46,31.28,31.28
88130 00,Pathology,0.54910488,0.54910488,37.33913182,37.33913182
88140 00,Pathology,0.24401268,0.24401268,16.59286225,16.59286225
88141 00,Pathology,0.72,0.72,48.96,48.96
88142 00,Pathology,0.618735532,0.618735532,42.07401616,42.07401616
88143 00,Pathology,0.703636064,0.703636064,47.84725234,47.84725234
88147 00,Pathology,1.544090251,1.544090251,104.9981371,104.9981371
88148 00,Pathology,0.542386133,0.542386133,36.88225701,36.88225701
88150 00,Pathology,0.542386133,0.542386133,36.88225701,36.88225701
88152 00,Pathology,0.844118959,0.844118959,57.40008918,57.40008918
88153 00,Pathology,0.733870426,0.733870426,49.90318896,49.90318896
88155 00,Pathology,0.44740748,0.44740748,30.42370863,30.42370863
88160 00,Pathology,2.39,2.39,162.52,162.52
88160 26,Pathology,0.74,0.74,50.32,50.32
88160 TC,Pathology,1.65,1.65,112.2,112.2
88161 00,Pathology,2.44,2.44,165.92,165.92
88161 26,Pathology,0.73,0.73,49.64,49.64
88161 TC,Pathology,1.71,1.71,116.28,116.28
88162 00,Pathology,3.86,3.86,262.48,262.48
88162 26,Pathology,1.14,1.14,77.52,77.52
88162 TC,Pathology,2.72,2.72,184.96,184.96
88164 00,Pathology,0.542386133,0.542386133,36.88225701,36.88225701
88165 00,Pathology,1.289388655,1.289388655,87.67842855,87.67842855
88166 00,Pathology,0.542386133,0.542386133,36.88225701,36.88225701
88167 00,Pathology,0.542386133,0.542386133,36.88225701,36.88225701
88172 00,Pathology,1.67,1.67,113.56,113.56
88172 26,Pathology,1.02,1.02,69.36,69.36
88172 TC,Pathology,0.65,0.65,44.2,44.2
88173 00,Pathology,5.02,5.02,341.36,341.36
88173 26,Pathology,2.02,2.02,137.36,137.36
88173 TC,Pathology,3,3,204,204
88174 00,Pathology,0.774793704,0.774793704,52.68597187,52.68597187
88175 00,Pathology,0.812663006,0.812663006,55.26108441,55.26108441
88177 00,Pathology,0.88,0.88,59.84,59.84
88177 26,Pathology,0.63,0.63,42.84,42.84
88177 TC,Pathology,0.25,0.25,17,17
88182 00,Pathology,5.01,5.01,340.68,340.68
88182 26,Pathology,1.11,1.11,75.48,75.48
88182 TC,Pathology,3.9,3.9,265.2,265.2
88184 00,Pathology,2.34,2.34,159.12,159.12
88185 00,Pathology,0.71,0.71,48.28,48.28
88187 00,Pathology,1.05,1.05,71.4,71.4
88188 00,Pathology,1.81,1.81,123.08,123.08
88189 00,Pathology,2.45,2.45,166.6,166.6
88199 00,Pathology,0,0,BR,BR
88199 26,Pathology,0,0,BR,BR
88199 TC,Pathology,0,0,BR,BR
88230 00,Pathology,3.557576609,3.557576609,241.9152094,241.9152094
88233 00,Pathology,4.297860384,4.297860384,292.2545061,292.2545061
88235 00,Pathology,4.590125885,4.590125885,312.1285602,312.1285602
88237 00,Pathology,4.390090459,4.390090459,298.5261512,298.5261512
88239 00,Pathology,4.505225353,4.505225353,306.355324,306.355324
88240 00,Pathology,0.39915466,0.39915466,27.14251684,27.14251684
88241 00,Pathology,0.369225695,0.369225695,25.10734726,25.10734726
88245 00,Pathology,5.28857019,5.28857019,359.6227729,359.6227729
88248 00,Pathology,5.28857019,5.28857019,359.6227729,359.6227729
88249 00,Pathology,5.28857019,5.28857019,359.6227729,359.6227729
88261 00,Pathology,8.072880083,8.072880083,548.9558456,548.9558456
88262 00,Pathology,3.832434446,3.832434446,260.6055424,260.6055424
88263 00,Pathology,4.589820487,4.589820487,312.1077931,312.1077931
88264 00,Pathology,4.416354652,4.416354652,300.3121163,300.3121163
88267 00,Pathology,5.758882489,5.758882489,391.6040093,391.6040093
88269 00,Pathology,5.303534672,5.303534672,360.6403577,360.6403577
88271 00,Pathology,0.654161653,0.654161653,44.48299241,44.48299241
88272 00,Pathology,1.24296822,1.24296822,84.52183898,84.52183898
88273 00,Pathology,1.063089036,1.063089036,72.29005442,72.29005442
88274 00,Pathology,1.294275017,1.294275017,88.01070113,88.01070113
88275 00,Pathology,1.5633303,1.5633303,106.3064604,106.3064604
88280 00,Pathology,1.022165758,1.022165758,69.50727152,69.50727152
88283 00,Pathology,2.095027516,2.095027516,142.4618711,142.4618711
88285 00,Pathology,0.821824934,0.821824934,55.8840955,55.8840955
88289 00,Pathology,1.051483927,1.051483927,71.50090703,71.50090703
88291 00,Pathology,1,1,68,68
88299 00,Pathology,0,0,BR,BR
88300 00,Pathology,0.49,0.49,33.32,33.32
88300 26,Pathology,0.13,0.13,8.84,8.84
88300 TC,Pathology,0.36,0.36,24.48,24.48
88302 00,Pathology,1,1,68,68
88302 26,Pathology,0.2,0.2,13.6,13.6
88302 TC,Pathology,0.8,0.8,54.4,54.4
88304 00,Pathology,1.29,1.29,87.72,87.72
88304 26,Pathology,0.33,0.33,22.44,22.44
88304 TC,Pathology,0.96,0.96,65.28,65.28
88305 00,Pathology,2.15,2.15,146.2,146.2
88305 26,Pathology,1.08,1.08,73.44,73.44
88305 TC,Pathology,1.07,1.07,72.76,72.76
88307 00,Pathology,8.64,8.64,587.52,587.52
88307 26,Pathology,2.37,2.37,161.16,161.16
88307 TC,Pathology,6.27,6.27,426.36,426.36
88309 00,Pathology,12.98,12.98,882.64,882.64
88309 26,Pathology,4.18,4.18,284.24,284.24
88309 TC,Pathology,8.8,8.8,598.4,598.4
88311 00,Pathology,0.61,0.61,41.48,41.48
88311 26,Pathology,0.35,0.35,23.8,23.8
88311 TC,Pathology,0.26,0.26,17.68,17.68
88312 00,Pathology,3.38,3.38,229.84,229.84
88312 26,Pathology,0.77,0.77,52.36,52.36
88312 TC,Pathology,2.61,2.61,177.48,177.48
88313 00,Pathology,2.49,2.49,169.32,169.32
88313 26,Pathology,0.35,0.35,23.8,23.8
88313 TC,Pathology,2.14,2.14,145.52,145.52
88314 00,Pathology,2.66,2.66,180.88,180.88
88314 26,Pathology,0.59,0.59,40.12,40.12
88314 TC,Pathology,2.07,2.07,140.76,140.76
88319 00,Pathology,4.1,4.1,278.8,278.8
88319 26,Pathology,0.78,0.78,53.04,53.04
88319 TC,Pathology,3.32,3.32,225.76,225.76
88321 00,Pathology,2.89,2.44,196.52,165.92
88323 00,Pathology,3.45,3.45,234.6,234.6
88323 26,Pathology,2.56,2.56,174.08,174.08
88323 TC,Pathology,0.89,0.89,60.52,60.52
88325 00,Pathology,4.63,3.92,314.84,266.56
88329 00,Pathology,1.65,1.03,112.2,70.04
88331 00,Pathology,3.03,3.03,206.04,206.04
88331 26,Pathology,1.79,1.79,121.72,121.72
88331 TC,Pathology,1.24,1.24,84.32,84.32
88332 00,Pathology,1.63,1.63,110.84,110.84
88332 26,Pathology,0.88,0.88,59.84,59.84
88332 TC,Pathology,0.75,0.75,51,51
88333 00,Pathology,2.74,2.74,186.32,186.32
88333 26,Pathology,1.78,1.78,121.04,121.04
88333 TC,Pathology,0.96,0.96,65.28,65.28
88334 00,Pathology,1.66,1.66,112.88,112.88
88334 26,Pathology,1.08,1.08,73.44,73.44
88334 TC,Pathology,0.58,0.58,39.44,39.44
88341 00,Pathology,2.72,2.72,184.96,184.96
88341 26,Pathology,0.81,0.81,55.08,55.08
88341 TC,Pathology,1.91,1.91,129.88,129.88
88342 00,Pathology,3.18,3.18,216.24,216.24
88342 26,Pathology,1.01,1.01,68.68,68.68
88342 TC,Pathology,2.17,2.17,147.56,147.56
88344 00,Pathology,5.19,5.19,352.92,352.92
88344 26,Pathology,1.11,1.11,75.48,75.48
88344 TC,Pathology,4.08,4.08,277.44,277.44
88346 00,Pathology,4.5,4.5,306,306
88346 26,Pathology,1.04,1.04,70.72,70.72
88346 TC,Pathology,3.46,3.46,235.28,235.28
88348 00,Pathology,14.53,14.53,988.04,988.04
88348 26,Pathology,2.23,2.23,151.64,151.64
88348 TC,Pathology,12.3,12.3,836.4,836.4
88350 00,Pathology,3.42,3.42,232.56,232.56
88350 26,Pathology,0.84,0.84,57.12,57.12
88350 TC,Pathology,2.58,2.58,175.44,175.44
88355 00,Pathology,3.79,3.79,257.72,257.72
88355 26,Pathology,2.21,2.21,150.28,150.28
88355 TC,Pathology,1.58,1.58,107.44,107.44
88356 00,Pathology,7.06,7.06,480.08,480.08
88356 26,Pathology,3.55,3.55,241.4,241.4
88356 TC,Pathology,3.51,3.51,238.68,238.68
88358 00,Pathology,4.1,4.1,278.8,278.8
88358 26,Pathology,1.43,1.43,97.24,97.24
88358 TC,Pathology,2.67,2.67,181.56,181.56
88360 00,Pathology,3.61,3.61,245.48,245.48
88360 26,Pathology,1.2,1.2,81.6,81.6
88360 TC,Pathology,2.41,2.41,163.88,163.88
